Date,Region,Product,Units Sold,Price Per Unit,Total Revenue
2025-03-07,South,Product D,149,250.72,37357.28
2025-03-27,East,Product A,118,47.81,5641.58
2025-01-05,East,Product B,32,377.91,12093.12
2025-03-27,North,Product A,197,172.3,33943.100000000006
2025-01-14,South,Product E,6,358.54,2151.2400000000002
2025-02-17,North,Product E,135,411.03,55489.049999999996
2025-04-27,South,Product E,134,76.7,10277.800000000001
2025-04-13,South,Product E,166,407.19,67593.54
2025-02-25,South,Product A,172,256.07,44044.04
2025-04-19,South,Product C,93,180.77,16811.61
2025-02-01,North,Product D,38,243.91,9268.58
2025-01-28,West,Product B,123,32.5,3997.5
2025-04-17,North,Product C,95,263.97,25077.15
2025-03-03,South,Product A,88,248.11,21833.68
2025-01-12,North,Product E,97,457.83,44409.51
2025-01-22,East,Product D,156,471.04,73482.24
2025-01-13,East,Product D,58,316.08,18332.64
2025-03-21,South,Product B,58,263.52,15284.16
2025-04-11,East,Product E,19,176.15,3346.85
2025-04-14,West,Product B,182,55.38,10079.16
2025-01-04,South,Product C,78,327.61,25553.58
2025-05-01,South,Product B,191,171.07,32674.37
2025-02-02,East,Product E,131,483.37,63321.47
2025-03-04,South,Product E,188,320.38,60231.44
2025-03-13,South,Product D,108,171.56,18528.48
2025-01-08,East,Product C,43,398.03,17115.289999999997
2025-01-28,East,Product D,48,153.16,7351.68
2025-01-21,North,Product D,8,315.48,2523.84
2025-02-15,East,Product A,7,349.31,2445.17
2025-01-02,North,Product E,174,103.7,18043.8
2025-03-16,West,Product C,82,12.26,1005.3199999999999
2025-01-01,West,Product B,89,137.35,12224.15
2025-04-20,North,Product A,167,237.22,39615.74
2025-01-12,North,Product A,129,214.52,27673.08
2025-03-17,West,Product D,80,371.72,29737.600000000002
2025-04-21,West,Product C,38,311.28,11828.64
2025-01-24,East,Product E,139,375.98,52261.22
2025-02-13,South,Product D,24,494.52,11868.48
2025-05-03,North,Product E,106,229.32,24307.92
2025-01-07,West,Product B,35,237.27,8304.45
2025-04-20,South,Product D,17,487.27,8283.59
2025-04-16,West,Product C,99,169.87,16817.13
2025-01-15,North,Product E,170,30.51,5186.7
2025-01-04,West,Product E,187,324.74,60726.380000000005
2025-05-06,South,Product E,57,359.9,20514.3
2025-04-03,South,Product D,34,459.41,15619.94
2025-04-21,North,Product A,172,498.62,85762.64
2025-05-06,East,Product A,120,356.53,42783.6
2025-03-16,West,Product A,134,205.5,27537.0
2025-02-24,East,Product B,160,204.26,32681.6
2025-04-30,West,Product C,106,170.9,18115.4
2025-03-17,East,Product C,33,192.19,6342.2699999999995
2025-03-29,West,Product D,24,435.55,10453.2
2025-02-16,West,Product C,143,342.16,48928.880000000005
2025-04-06,North,Product E,157,445.35,69919.95
2025-04-29,West,Product E,131,148.84,19498.04
2025-02-18,East,Product C,39,366.17,14280.630000000001
2025-03-09,North,Product B,98,173.82,17034.36
2025-05-04,West,Product D,122,472.84,57686.479999999996
2025-03-30,West,Product D,126,176.73,22267.98
2025-04-04,South,Product B,130,33.9,4407.0
2025-01-30,North,Product A,116,376.96,43727.36
2025-03-30,North,Product D,98,408.3,40013.4
2025-04-15,South,Product C,160,209.92,33587.2
2025-03-11,North,Product B,44,95.74,4212.5599999999995
2025-02-13,South,Product A,147,124.01,18229.47
2025-01-29,West,Product C,163,117.93,19222.59
2025-02-25,North,Product A,178,469.45,83562.09999999999
2025-05-04,West,Product D,27,191.17,5161.589999999999
2025-02-03,East,Product C,120,133.95,16073.999999999998
2025-03-17,South,Product B,171,485.05,82943.55
2025-02-19,East,Product C,103,381.19,39262.57
2025-02-01,North,Product A,91,32.35,2943.85
2025-03-13,South,Product E,58,438.57,25437.06
2025-01-05,East,Product E,137,121.08,16587.96
2025-03-25,West,Product E,108,255.94,27641.52
2025-02-28,North,Product C,87,44.0,3828.0
2025-01-28,North,Product C,171,78.57,13435.47
2025-01-09,West,Product A,186,299.51,55708.86
2025-03-31,West,Product C,197,305.83,60248.509999999995
2025-03-21,South,Product C,34,118.29,4021.86
2025-04-16,North,Product D,191,479.09,91506.19
2025-02-14,West,Product B,193,296.6,57243.8
2025-03-20,South,Product E,195,377.93,73696.35
2025-01-25,South,Product E,1,11.68,11.68
2025-05-02,East,Product A,21,155.97,3275.37
2025-03-10,South,Product A,182,72.42,13180.44
2025-02-10,South,Product B,132,172.09,22715.88
2025-03-20,South,Product D,193,88.24,17030.32
2025-03-23,South,Product C,128,308.84,39531.52
2025-03-23,North,Product A,194,364.76,70763.44
2025-03-31,North,Product E,126,262.44,33067.44
2025-03-29,South,Product C,133,338.89,45072.369999999995
2025-03-28,North,Product D,14,358.6,5020.400000000001
2025-03-17,North,Product B,80,387.89,31031.199999999997
2025-04-01,East,Product C,33,32.69,1078.77
2025-03-12,East,Product B,37,483.65,17895.05
2025-03-07,East,Product A,47,486.97,22887.59
2025-03-05,South,Product C,156,123.58,19278.48
2025-03-19,East,Product A,180,36.11,6499.8
2025-01-26,North,Product D,33,499.17,16472.61
2025-04-13,East,Product E,33,215.4,7108.2
2025-02-09,East,Product B,115,362.0,41630.0
2025-02-17,South,Product D,12,318.21,3818.5199999999995
2025-02-12,East,Product A,137,371.87,50946.19
2025-02-07,West,Product E,19,364.32,6922.08
2025-04-21,North,Product B,189,360.26,68089.14
2025-02-07,East,Product E,87,351.24,30557.88
2025-05-01,South,Product E,38,70.4,2675.2000000000003
2025-03-12,West,Product B,87,163.73,14244.509999999998
2025-03-31,South,Product B,142,189.8,26951.600000000002
2025-04-17,South,Product D,177,421.56,74616.12
2025-03-21,East,Product C,38,124.45,4729.1
2025-03-14,East,Product A,84,327.6,27518.4
2025-05-06,South,Product C,130,365.12,47465.6
2025-03-01,North,Product A,46,479.92,22076.32
2025-02-11,South,Product B,124,444.89,55166.36
2025-03-18,West,Product A,102,19.3,1968.6000000000001
2025-01-28,North,Product A,1,165.43,165.43
2025-04-02,South,Product A,123,300.32,36939.36
2025-01-22,South,Product B,191,402.24,76827.84
2025-04-16,East,Product E,199,415.64,82712.36
2025-05-07,South,Product E,60,45.47,2728.2
2025-03-29,South,Product D,76,192.57,14635.32
2025-02-28,North,Product C,135,351.64,47471.4
2025-05-02,North,Product C,102,442.86,45171.72
2025-03-22,West,Product B,144,25.54,3677.7599999999998
2025-01-10,East,Product C,115,372.75,42866.25
2025-02-08,East,Product A,136,272.33,37036.88
2025-02-12,North,Product E,82,479.84,39346.88
2025-03-07,East,Product A,66,212.55,14028.300000000001
2025-04-18,South,Product B,54,39.4,2127.6
2025-01-31,East,Product B,132,289.86,38261.520000000004
2025-03-16,West,Product D,148,439.18,64998.64
2025-04-11,South,Product B,151,303.98,45900.98
2025-03-25,East,Product B,160,460.31,73649.6
2025-02-05,East,Product E,120,51.08,6129.599999999999
2025-03-28,East,Product D,133,458.56,60988.48
2025-01-05,West,Product A,150,290.36,43554.0
2025-02-10,South,Product A,26,337.36,8771.36
2025-03-16,West,Product D,45,430.56,19375.2
2025-04-21,East,Product C,103,448.6,46205.8
2025-02-03,South,Product A,43,125.29,5387.47
2025-02-23,East,Product D,165,465.49,76805.85
2025-04-20,North,Product A,46,460.42,21179.32
2025-01-31,South,Product E,2,322.58,645.16
2025-05-05,East,Product C,140,94.79,13270.6
2025-03-20,North,Product C,25,361.66,9041.5
2025-04-22,North,Product B,10,405.12,4051.2
2025-02-08,North,Product C,154,426.6,65696.40000000001
2025-01-30,East,Product E,139,90.97,12644.83
2025-03-21,South,Product D,46,107.41,4940.86
2025-03-03,East,Product D,16,252.49,4039.84
2025-04-01,East,Product B,89,318.69,28363.41
2025-02-17,South,Product D,52,355.83,18503.16
2025-01-26,East,Product E,121,260.23,31487.83
2025-04-05,South,Product B,158,185.8,29356.4
2025-03-03,East,Product A,16,120.61,1929.76
2025-04-29,West,Product B,73,214.04,15624.92
2025-04-29,West,Product C,46,48.12,2213.52
2025-04-14,North,Product A,195,311.91,60822.450000000004
2025-05-02,South,Product C,161,87.66,14113.26
2025-01-07,West,Product E,119,390.34,46450.46
2025-01-19,North,Product D,106,169.36,17952.16
2025-01-13,South,Product C,193,447.08,86286.44
2025-01-17,West,Product E,61,53.91,3288.5099999999998
2025-01-05,West,Product B,154,341.42,52578.68
2025-01-02,East,Product E,149,406.12,60511.88
2025-01-11,West,Product E,159,28.51,4533.09
2025-03-06,West,Product E,57,27.62,1574.3400000000001
2025-01-18,South,Product A,184,443.06,81523.04
2025-03-02,East,Product A,61,371.77,22677.969999999998
2025-03-11,West,Product B,9,264.96,2384.64
2025-02-09,East,Product D,47,123.87,5821.89
2025-01-30,East,Product B,47,409.29,19236.63
2025-02-11,South,Product A,5,370.53,1852.6499999999999
2025-03-01,South,Product D,160,334.15,53464.0
2025-01-13,North,Product C,17,151.35,2572.95
2025-03-12,West,Product E,188,58.09,10920.92
2025-05-02,North,Product E,130,29.23,3799.9
2025-03-03,South,Product C,163,244.71,39887.73
2025-04-24,North,Product D,54,403.59,21793.859999999997
2025-03-28,South,Product E,61,93.2,5685.2
2025-04-03,South,Product B,96,435.63,41820.479999999996
2025-03-07,South,Product D,139,26.89,3737.71
2025-02-04,West,Product C,135,350.52,47320.2
2025-02-26,North,Product E,172,495.39,85207.08
2025-02-28,South,Product D,123,373.61,45954.03
2025-01-20,South,Product C,191,245.59,46907.69
2025-04-20,East,Product A,85,47.71,4055.35
2025-02-01,East,Product D,51,322.18,16431.18
2025-01-30,East,Product D,55,160.88,8848.4
2025-02-01,North,Product E,92,80.74,7428.08
2025-03-22,North,Product A,171,323.59,55333.88999999999
2025-01-23,North,Product B,198,139.58,27636.840000000004
2025-04-14,South,Product E,96,115.48,11086.08
2025-05-01,East,Product E,32,67.11,2147.52
2025-03-21,East,Product A,96,154.58,14839.68
2025-01-31,West,Product A,26,311.67,8103.42
2025-04-20,North,Product C,152,395.79,60160.08
2025-04-18,East,Product C,47,367.41,17268.27
2025-05-03,North,Product D,63,184.69,11635.47
2025-04-02,North,Product C,190,226.39,43014.1
2025-02-24,North,Product E,56,59.54,3334.24
2025-02-18,East,Product E,46,177.55,8167.3
2025-01-23,North,Product D,16,453.26,7252.16
2025-01-29,West,Product D,17,473.36,8047.12
2025-03-28,West,Product A,71,404.42,28713.82
2025-01-19,West,Product A,77,319.99,24639.23
2025-01-08,East,Product D,162,383.44,62117.28
2025-01-27,North,Product B,103,172.44,17761.32
2025-03-15,West,Product C,169,86.73,14657.37
2025-04-02,East,Product E,42,61.09,2565.78
2025-03-15,East,Product C,60,186.29,11177.4
2025-04-03,West,Product E,179,279.5,50030.5
2025-02-03,East,Product B,88,156.54,13775.519999999999
2025-01-04,North,Product E,109,492.98,53734.82
2025-04-24,West,Product C,163,197.02,32114.260000000002
2025-03-12,South,Product E,194,73.93,14342.420000000002
2025-03-27,East,Product B,94,132.7,12473.8
2025-04-24,East,Product C,67,43.9,2941.2999999999997
2025-04-22,North,Product E,6,178.15,1068.9
2025-02-05,West,Product B,112,445.94,49945.28
2025-03-28,West,Product E,175,278.07,48662.25
2025-01-04,East,Product C,111,476.93,52939.23
2025-04-06,North,Product A,14,491.27,6877.78
2025-04-21,South,Product E,134,194.12,26012.08
2025-03-08,South,Product C,34,76.3,2594.2
2025-03-07,North,Product A,116,105.17,12199.72
2025-01-17,East,Product E,72,221.15,15922.800000000001
2025-03-13,East,Product B,150,64.47,9670.5
2025-01-14,South,Product B,39,218.37,8516.43
2025-02-04,East,Product B,7,385.65,2699.5499999999997
2025-01-27,East,Product B,161,83.45,13435.45
2025-05-02,North,Product B,167,95.77,15993.59
2025-02-28,North,Product C,107,188.28,20145.96
2025-03-18,South,Product B,37,168.23,6224.509999999999
2025-01-30,South,Product A,48,284.14,13638.72
2025-01-22,East,Product C,197,96.8,19069.6
2025-02-08,South,Product E,8,113.9,911.2
2025-05-04,East,Product D,156,273.28,42631.67999999999
2025-03-04,West,Product A,73,276.43,20179.39
2025-02-26,North,Product B,159,370.31,58879.29
2025-01-17,North,Product A,19,349.47,6639.93
2025-03-10,North,Product D,193,170.79,32962.47
2025-04-28,East,Product C,81,428.51,34709.31
2025-04-07,East,Product C,98,18.68,1830.6399999999999
2025-01-04,South,Product A,165,306.91,50640.15
2025-05-01,South,Product C,132,77.46,10224.72
2025-04-25,East,Product A,187,459.6,85945.2
2025-03-23,North,Product C,44,498.68,21941.920000000002
2025-02-02,East,Product A,181,98.54,17835.74
2025-03-12,South,Product E,191,369.12,70501.92
2025-02-19,North,Product B,35,120.05,4201.75
2025-02-07,West,Product E,72,240.63,17325.36
2025-04-10,West,Product B,42,443.05,18608.100000000002
2025-02-24,East,Product A,62,416.0,25792.0
2025-04-12,North,Product D,177,372.66,65960.82
2025-01-05,South,Product E,51,112.64,5744.64
2025-04-06,West,Product C,35,462.98,16204.300000000001
2025-03-03,South,Product C,82,136.45,11188.9
2025-02-02,South,Product E,15,103.5,1552.5
2025-01-11,South,Product B,169,206.51,34900.189999999995
2025-05-07,North,Product E,122,122.26,14915.720000000001
2025-02-16,East,Product D,15,59.32,889.8
2025-03-01,South,Product A,193,166.05,32047.65
2025-02-21,North,Product D,17,461.84,7851.28
2025-03-29,South,Product A,159,116.42,18510.78
2025-03-26,North,Product A,149,188.82,28134.18
2025-03-07,South,Product E,149,95.95,14296.550000000001
2025-01-08,North,Product D,15,120.02,1800.3
2025-02-22,South,Product D,38,44.06,1674.2800000000002
2025-03-30,East,Product A,19,137.92,2620.4799999999996
2025-01-16,East,Product C,102,250.52,25553.04
2025-03-06,South,Product E,114,486.35,55443.9
2025-04-18,North,Product A,100,412.49,41249.0
2025-01-07,West,Product E,43,295.62,12711.66
2025-01-26,North,Product C,189,239.26,45220.14
2025-05-02,North,Product E,118,119.94,14152.92
2025-01-03,North,Product A,61,100.07,6104.2699999999995
2025-04-22,East,Product C,84,34.22,2874.48
2025-01-04,North,Product B,113,441.56,49896.28
2025-02-28,South,Product B,99,16.0,1584.0
2025-03-15,North,Product C,178,385.19,68563.81999999999
2025-02-08,West,Product A,50,292.72,14636.000000000002
2025-04-02,East,Product B,170,356.42,60591.4
2025-03-15,South,Product E,8,255.36,2042.88
2025-03-17,North,Product B,74,221.25,16372.5
2025-01-07,North,Product C,80,474.58,37966.4
2025-02-22,East,Product D,177,37.4,6619.8
2025-03-14,South,Product A,78,344.86,26899.08
2025-03-07,West,Product B,82,34.18,2802.7599999999998
2025-03-13,North,Product A,92,43.05,3960.6
2025-04-10,East,Product B,182,470.93,85709.26
2025-03-24,North,Product A,145,122.83,17810.35
2025-03-21,East,Product C,182,31.34,5703.88
2025-03-08,West,Product A,47,222.74,10468.78
2025-01-26,East,Product A,191,363.44,69417.04
2025-03-09,West,Product C,172,31.75,5461.0
2025-02-20,West,Product B,189,132.92,25121.879999999997
2025-04-18,West,Product D,107,135.52,14500.640000000001
2025-02-07,West,Product D,71,349.03,24781.129999999997
2025-04-05,North,Product A,193,312.72,60354.96000000001
2025-02-24,North,Product A,117,69.1,8084.699999999999
2025-02-21,North,Product A,96,156.59,15032.64
2025-01-17,West,Product B,29,446.16,12938.640000000001
2025-03-29,South,Product D,145,275.33,39922.85
2025-01-17,West,Product E,147,244.27,35907.69
2025-03-03,East,Product A,152,10.29,1564.08
2025-04-09,West,Product B,57,110.58,6303.0599999999995
2025-01-23,South,Product D,2,215.98,431.96
2025-01-05,North,Product C,143,472.13,67514.59
2025-01-25,South,Product E,69,419.85,28969.65
2025-01-21,West,Product E,122,363.78,44381.159999999996
2025-02-17,South,Product D,179,370.87,66385.73
2025-01-15,West,Product C,120,233.48,28017.6
2025-02-04,South,Product C,169,160.01,27041.69
2025-03-14,East,Product A,137,442.17,60577.29
2025-01-13,East,Product D,16,467.84,7485.44
2025-01-30,East,Product E,57,70.34,4009.38
2025-04-22,West,Product D,8,232.46,1859.68
2025-02-16,East,Product A,117,330.45,38662.65
2025-01-17,North,Product A,3,345.23,1035.69
2025-01-15,North,Product B,176,310.83,54706.079999999994
2025-01-02,West,Product C,119,146.14,17390.66
2025-01-03,East,Product E,139,184.09,25588.510000000002
2025-03-08,East,Product C,21,26.8,562.8000000000001
2025-04-30,East,Product A,26,450.25,11706.5
2025-01-14,East,Product C,103,85.78,8835.34
2025-01-31,North,Product B,117,322.65,37750.049999999996
2025-04-24,West,Product D,83,169.89,14100.869999999999
2025-05-02,North,Product E,9,178.99,1610.91
2025-03-31,East,Product B,31,309.3,9588.300000000001
2025-05-03,East,Product C,96,260.75,25032.0
2025-03-06,South,Product E,34,309.42,10520.28
2025-01-21,North,Product E,73,135.75,9909.75
2025-04-29,South,Product D,14,95.0,1330.0
2025-01-24,East,Product C,16,49.9,798.4
2025-01-11,North,Product E,125,444.36,55545.0
2025-01-27,West,Product A,56,443.15,24816.399999999998
2025-02-08,East,Product E,86,488.91,42046.26
2025-01-16,West,Product C,97,185.78,18020.66
2025-02-06,East,Product B,146,65.19,9517.74
2025-01-18,South,Product A,76,169.57,12887.32
2025-01-18,South,Product B,11,245.19,2697.09
2025-01-01,East,Product B,180,125.31,22555.8
2025-03-26,South,Product E,2,301.34,602.68
2025-02-15,East,Product E,37,213.88,7913.5599999999995
2025-02-10,West,Product A,105,273.02,28667.1
2025-01-10,South,Product D,57,429.13,24460.41
2025-01-16,South,Product E,149,328.12,48889.88
2025-03-17,South,Product D,52,222.26,11557.52
2025-03-04,South,Product A,172,27.7,4764.4
2025-05-02,East,Product D,115,418.0,48070.0
2025-04-13,West,Product B,82,444.14,36419.479999999996
2025-02-07,North,Product A,182,322.7,58731.4
2025-04-03,West,Product E,187,372.05,69573.35
2025-02-08,East,Product C,23,388.65,8938.949999999999
2025-04-07,South,Product B,128,80.63,10320.64
2025-04-28,East,Product A,124,62.66,7769.839999999999
2025-02-06,North,Product C,36,447.04,16093.44
2025-04-02,North,Product D,84,246.44,20700.96
2025-02-25,North,Product B,20,193.83,3876.6000000000004
2025-04-25,North,Product E,55,465.52,25603.6
2025-01-12,South,Product A,76,53.28,4049.28
2025-03-27,South,Product A,27,417.22,11264.94
2025-02-05,South,Product B,175,390.43,68325.25
2025-04-09,North,Product E,41,167.37,6862.17
2025-01-02,East,Product C,186,372.43,69271.98
2025-01-16,North,Product A,81,57.9,4689.9
2025-02-04,West,Product A,160,210.74,33718.4
2025-02-08,West,Product E,135,176.74,23859.9
2025-02-21,South,Product C,121,31.12,3765.52
2025-01-28,West,Product B,115,64.54,7422.1
2025-04-16,South,Product D,197,201.87,39768.39
2025-04-22,South,Product E,47,438.33,20601.51
2025-02-06,South,Product C,9,478.23,4304.07
2025-01-25,North,Product C,129,10.66,1375.14
2025-01-15,West,Product D,70,364.51,25515.7
2025-02-06,West,Product E,170,383.07,65121.9
2025-02-06,West,Product D,4,482.5,1930.0
2025-03-04,North,Product A,43,280.49,12061.07
2025-02-14,East,Product B,144,111.54,16061.76
